Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-Jan-12,348.95,354.75,343.775,353.475,699.0683951,1091525,32979,763050630,109480,10.03,21.95,9.05
3-Jan-12,356,362.95,355.3,361.85,719.1711031,828068,24590,595522577,141504,17.09,15.3,11.7
4-Jan-12,363.95,365.45,356.75,358,721.5432478,931181,25173,671887363,149930,16.1,17.4,-11.9
5-Jan-12,357.7,362.425,347.625,349.625,708.3528179,1277540,33718,904949059,310486,24.3,29.6,-16.15
6-Jan-12,349,361.8,348.25,358.45,710.9440501,1029939,30474,732229004,151899,14.75,27.1,18.9
7-Jan-12,357.55,359.575,356.775,357.35,716.0046384,96370,2946,69001367,15755,16.35,5.6,-0.4
9-Jan-12,356.4,356.95,351.775,353.475,708.0283111,596127,20099,422074793,65625,11.01,10.35,-5.85
10-Jan-12,356,369,356,367.575,727.4346197,917234,24761,667227766,247859,27.02,26,23.15
11-Jan-12,369.3,375.95,365.65,374.175,743.563349,830842,23319,617783660,217250,26.15,20.6,9.75
12-Jan-12,373,376.75,366.575,368.775,742.3546187,580649,18537,431047467,71540,12.32,20.35,-8.45
13-Jan-12,371.95,375.3,364.175,366.025,739.3978568,852646,22428,630444625,123005,14.43,22.25,-11.85
16-Jan-12,365,365,355.5,356.7,716.9460591,814874,21206,584220703,197187,24.2,19,-16.6
17-Jan-12,358.45,371.2,358.25,370.175,734.1400265,903829,23783,663537046,167531,18.54,25.9,23.45
18-Jan-12,381.075,393.4,379.35,388.45,773.379953,1600869,45473,1238079992,287753,17.97,28.1,14.75
19-Jan-12,394.5,397.8,391.175,392.575,788.7562179,898573,24768,708755041,219675,24.45,13.25,-3.85
20-Jan-12,395.3,399.5,386.3,396.675,785.3748709,977806,28514,767944261,166723,17.05,26.4,2.75
23-Jan-12,378.325,389.9,378,385.5,769.8023811,1094956,28911,842899736,190267,17.38,23.8,14.35
24-Jan-12,386.275,395.9,385.5,391.575,783.3339695,875577,22484,685869207,224212,25.61,20.8,10.6
25-Jan-12,394.95,397.4,391.5,395.05,789.7361748,514803,14468,406558552,94745,18.4,11.8,0.2
27-Jan-12,398.3,412.5,398.3,408.8,813.1540891,993406,29537,807792151,202773,20.41,28.4,21
30-Jan-12,407.85,409.4,396.6,397.725,805.0180572,625843,19685,503814916,102771,16.42,25.6,-20.25
31-Jan-12,401.6,409.2,401,407.725,811.6804974,738088,18874,599091635,214175,29.02,16.4,12.25
1-Feb-12,409.75,416.5,407.65,415.15,823.721464,1357476,20136,1118182118,799105,58.87,17.7,10.8
2-Feb-12,418.25,421.175,412,414.3,831.8943099,696934,17024,579775429,224017,32.14,18.35,-7.9
3-Feb-12,416,419.7,407.775,418.875,827.9069706,660802,15706,547082582,229118,34.67,23.85,5.75
6-Feb-12,421.5,424.5,412,416.375,834.6758832,550496,16933,459485735,162179,29.46,25,-10.25
7-Feb-12,420.5,426.2,417.475,422.375,846.6173076,1011946,22870,856730998,371859,36.75,17.45,3.75
8-Feb-12,424,432.225,422.5,429.025,857.320337,945448,20363,810551798,362375,38.33,19.45,10.05
9-Feb-12,428.45,429.85,421.5,426.325,851.8372264,689866,13393,587653540,300036,43.49,16.7,-4.25
10-Feb-12,425.95,429.45,419,421.075,845.5849977,442465,11428,374141766,86353,19.52,20.9,-9.75
13-Feb-12,421.4,428.9,420.675,424.075,850.5228442,784268,13348,667037850,379151,48.34,16.45,5.35
14-Feb-12,423.5,427.25,421.6,424.075,851.0757797,611707,14409,520609012,236942,38.73,11.3,1.15
15-Feb-12,427.2,427.5,416.7,418.025,840.1729656,682731,17934,573612129,255097,37.36,21.6,-18.35
16-Feb-12,414.95,415.025,402.55,406.075,814.3372611,954664,27763,777418467,345062,36.14,24.95,-17.75
17-Feb-12,412,412.9,404.975,408.95,818.1896575,1553015,29217,1270660811,631823,40.68,15.85,-6.1
21-Feb-12,408.95,423.4,407.55,420.9,831.0864125,1108427,26466,921198619,400792,36.16,31.7,23.9
22-Feb-12,424.45,427.85,415.15,416.6,845.0737543,824806,23128,697021903,197126,23.9,25.4,-15.7
23-Feb-12,417,423.95,414.5,419.05,840.6739616,839309,17059,705585222,261002,31.1,18.9,4.1
24-Feb-12,417.35,420.5,407.55,410.175,825.0727277,525756,14835,433786937,90587,17.23,25.9,-14.35
27-Feb-12,410.5,412.875,382.875,390.6,793.638175,925942,24705,734862919,278256,30.05,60,-39.8
28-Feb-12,395.35,399.95,394,398.025,795.3371548,590444,15935,469602051,165560,28.04,11.9,5.35
29-Feb-12,402.95,412.95,402.35,409.325,817.1929463,985860,21248,805637838,298943,30.32,21.2,12.75
1-Mar-12,406.35,408.475,400.6,405.175,807.5858248,405949,11961,327838658,69326,17.08,15.75,-2.35
2-Mar-12,407.5,408.975,402.8,407.175,813.1486976,455078,12648,370046083,88251,19.39,12.35,-0.65
3-Mar-12,407.45,407.85,406,406.6,813.3618194,24866,898,20225055,6789,27.3,3.7,-1.7
5-Mar-12,407.5,407.5,397.275,398.95,801.1499054,373002,11531,298830517,99436,26.66,20.45,-17.1
6-Mar-12,397.35,404.5,386.65,388.25,788.8674258,667430,21404,526513786,175636,26.32,35.7,-18.2
7-Mar-12,387.825,388.9,375.6,380.725,762.9399552,859575,26313,655804112,278677,32.42,26.6,-14.2
9-Mar-12,387.45,389.85,384.275,386.8,774.0259198,432874,14235,335055696,182705,42.21,11.15,-1.3
12-Mar-12,394.75,401.4,390.5,398.475,792.7824472,538306,17149,426759548,134218,24.93,21.8,7.45
13-Mar-12,402,410.075,401.5,409.325,814.1420615,565213,16155,460163677,171833,30.4,17.15,14.65
14-Mar-12,413.55,414.725,403.175,407.15,816.348546,427298,13409,348824101,103828,24.3,23.1,-12.8
15-Mar-12,407.525,410.475,397.1,399.025,805.2789343,507926,17694,409022108,74825,14.73,26.75,-17
16-Mar-12,390.5,398.95,383.5,385.975,782.1766234,771908,23240,603768393,214512,27.79,30.9,-9.05
19-Mar-12,390,391,375.775,377.45,761.1533541,908662,23046,691631129,364793,40.15,30.45,-25.1
20-Mar-12,378.875,383.2,375.25,380.2,759.6980348,459245,14263,348887524,90409,19.69,15.9,2.65
21-Mar-12,380,386.6,377.55,384.175,764.3809316,513709,14986,392669364,104559,20.35,18.1,8.35
22-Mar-12,383,385.725,367,368.25,748.6451707,927260,26896,694188721,320901,34.61,37.45,-29.5
23-Mar-12,371.5,374.5,367.625,372,744.0896831,589732,16617,438813497,134728,22.85,13.75,1
26-Mar-12,372.45,372.45,364,364.9,733.3406575,762229,20721,558973516,293336,38.48,16.9,-15.1
27-Mar-12,368.95,369.85,362.6,365.35,729.9967775,1040173,20018,759322938,559377,53.78,14.5,-7.2
28-Mar-12,365.05,367.85,360.55,362.975,728.2212006,487232,14608,354812672,147722,30.32,14.6,-4.15
29-Mar-12,360.5,364.75,359.7,362.425,725.5762273,436897,11857,317002077,143969,32.95,10.1,3.85
30-Mar-12,365,375.4,363.5,374.125,741.7379254,522336,15680,387436421,149732,28.67,23.8,18.25
2-April-2012,375,375.25,369.575,370.4,743.8959946,378442,11923,281521488,63043,16.66,11.35,-9.2
